transaction_sk,transaction_id,transaction_datetime,sales_outlet_sk,product_sk,customer_sk,staff_sk,quantity,total_sold_out,line_item_amount,unit_price,promo_item
14840,827,2019-04-19T10:19:03.000Z,2,79,634,14,1,4,375,375,NO
14841,828,2019-04-06T15:02:13.000Z,4,44,1271,12,1,13,250,250,NO
14842,828,2019-04-01T11:14:07.000Z,2,52,456,12,1,29,250,250,NO
14843,828,2019-04-17T06:36:05.000Z,7,52,2240,44,2,7,500,250,NO
14844,828,2019-04-06T17:46:00.000Z,7,86,1815,42,1,23,300,300,NO
14845,829,2019-04-02T17:48:39.000Z,4,27,1291,26,2,14,700,350,NO
14846,829,2019-04-05T14:35:45.000Z,2,33,697,17,1,17,350,350,NO
14847,829,2019-04-06T15:38:43.000Z,7,40,1859,42,2,15,750,375,NO
14848,829,2019-04-22T09:06:50.000Z,7,61,2054,42,1,2,475,475,NO
14849,830,2019-04-04T18:43:42.000Z,2,29,23,12,1,18,250,250,NO
14850,830,2019-04-05T10:20:39.000Z,7,29,1931,42,1,18,250,250,NO
14851,830,2019-04-16T10:14:40.000Z,7,31,1849,42,1,5,220,220,NO
14852,830,2019-04-03T15:30:39.000Z,4,52,1042,30,1,20,250,250,NO
14853,831,2019-04-16T10:44:55.000Z,2,14,320,20,1,2,895,895,NO
14854,831,2019-04-16T10:44:55.000Z,2,28,320,20,2,7,400,200,NO
14855,831,2019-04-06T13:00:29.000Z,4,30,863,26,2,12,600,300,NO
14856,831,2019-04-05T19:22:31.000Z,7,39,2202,45,2,22,850,425,NO
14857,831,2019-04-25T10:07:52.000Z,2,44,739,16,1,3,250,250,NO
14858,831,2019-04-01T19:38:46.000Z,2,55,406,12,2,26,800,400,NO
14859,831,2019-04-05T19:22:31.000Z,7,78,2202,45,1,6,450,450,NO
14860,832,2019-04-04T16:48:17.000Z,7,27,1837,45,2,19,700,350,NO
14861,832,2019-04-26T06:44:16.000Z,7,4,1854,44,1,1,2045,2045,NO
14862,832,2019-04-05T18:00:24.000Z,2,46,667,12,2,24,500,250,NO
14863,832,2019-04-21T13:36:43.000Z,7,46,2226,43,1,5,250,250,NO
14864,832,2019-04-05T14:24:57.000Z,4,47,1527,30,2,26,600,300,NO
14865,832,2019-04-16T10:42:32.000Z,2,51,272,14,1,3,300,300,NO
14866,832,2019-04-16T10:08:56.000Z,7,53,2203,42,2,5,600,300,NO
14867,833,2019-04-02T11:09:47.000Z,2,28,407,12,1,14,200,200,NO
14868,833,2019-04-04T14:10:34.000Z,7,29,2047,45,1,31,250,250,NO
14869,833,2019-04-03T16:33:20.000Z,4,59,1167,30,2,21,900,450,NO
14870,834,2019-04-01T16:08:36.000Z,7,27,2045,15,1,16,350,350,NO
14871,834,2019-04-24T10:54:21.000Z,4,28,1241,26,1,5,200,200,NO
14872,834,2019-04-06T12:11:57.000Z,4,38,1672,26,1,19,375,375,NO
14873,834,2019-04-02T14:42:02.000Z,2,49,420,12,2,16,600,300,NO
14874,835,2019-04-05T08:57:11.000Z,4,28,1012,12,1,11,200,200,NO
14875,835,2019-04-03T16:48:22.000Z,7,31,1851,42,2,12,440,220,NO
14876,835,2019-04-03T18:26:28.000Z,2,47,154,12,1,20,300,300,NO
14877,835,2019-04-03T18:26:28.000Z,2,75,154,12,1,6,350,350,NO
14878,836,2019-04-05T10:13:13.000Z,7,22,2113,42,2,21,400,200,NO
14879,836,2019-04-04T17:57:58.000Z,2,26,301,17,1,21,300,300,NO
14880,836,2019-04-24T10:15:20.000Z,4,30,1158,12,3,18,900,300,NO
14881,836,2019-04-01T17:05:05.000Z,4,49,1606,12,2,12,600,300,NO
14882,836,2019-04-24T15:13:29.000Z,2,50,724,16,2,2,500,250,NO
14883,837,2019-04-26T08:44:06.000Z,2,25,479,14,1,6,220,220,NO
14884,837,2019-04-02T16:18:29.000Z,7,43,2221,45,2,20,600,300,NO
14885,837,2019-04-03T19:00:16.000Z,2,58,790,12,2,22,700,350,NO
14886,837,2019-04-03T17:55:24.000Z,4,58,958,30,2,10,700,350,NO
14887,838,2019-04-02T11:06:10.000Z,2,26,321,12,1,22,300,300,NO
14888,838,2019-04-24T08:46:11.000Z,2,27,302,16,1,5,350,350,NO
14889,838,2019-04-06T16:51:06.000Z,7,39,1883,42,2,13,850,425,NO
14890,838,2019-04-06T07:06:54.000Z,4,55,1083,26,1,18,400,400,NO
14891,838,2019-04-23T07:27:56.000Z,7,56,2108,44,1,2,255,255,NO
14892,838,2019-04-06T07:06:54.000Z,4,72,1083,26,1,7,325,325,NO
14893,838,2019-04-02T11:06:10.000Z,2,77,321,12,1,10,300,300,NO
14894,839,2019-04-23T11:14:22.000Z,2,30,472,16,1,6,300,300,NO
14895,839,2019-04-04T11:31:10.000Z,4,33,1328,30,1,8,350,350,NO
14896,839,2019-04-05T15:05:37.000Z,7,42,1831,45,2,9,500,250,NO
14897,839,2019-04-21T19:28:10.000Z,7,43,2010,43,2,5,600,300,NO
14898,839,2019-04-23T11:13:46.000Z,7,43,2102,6,1,3,300,300,NO
14899,839,2019-04-03T14:56:33.000Z,2,54,193,12,1,27,250,250,NO
14900,840,2019-04-22T08:07:47.000Z,4,38,1226,12,2,7,750,375,NO
14901,840,2019-04-26T13:56:02.000Z,2,50,223,16,2,5,500,250,NO
14902,840,2019-04-04T12:43:28.000Z,4,52,1041,26,2,24,500,250,NO
14903,840,2019-04-04T12:56:25.000Z,2,59,410,12,2,26,900,450,NO
14904,840,2019-04-04T11:13:08.000Z,7,61,2090,15,2,14,950,475,NO
14905,840,2019-04-22T08:07:47.000Z,4,64,1226,12,1,6,80,80,NO
14906,840,2019-04-26T13:56:02.000Z,2,70,223,16,1,3,325,325,NO
14907,840,2019-04-26T08:42:09.000Z,7,78,2217,42,1,6,450,450,NO
14908,841,2019-04-23T07:46:16.000Z,7,22,1978,42,1,9,200,200,NO
14909,841,2019-04-16T08:49:47.000Z,4,48,1008,26,1,10,250,250,NO
14910,841,2019-04-02T09:29:12.000Z,7,50,2193,15,2,23,500,250,NO
14911,841,2019-04-05T13:34:37.000Z,2,51,754,17,2,29,600,300,NO
14912,841,2019-04-06T14:46:55.000Z,4,54,892,26,1,9,250,250,NO
14913,842,2019-04-19T06:39:21.000Z,4,30,1306,26,1,3,300,300,NO
14914,842,2019-04-17T09:45:48.000Z,2,31,345,16,1,7,220,220,NO
14915,842,2019-04-26T09:26:14.000Z,2,35,661,14,1,10,310,310,NO
14916,842,2019-04-23T10:12:36.000Z,7,39,2206,42,1,10,425,425,NO
14917,842,2019-04-04T09:20:50.000Z,7,45,1828,42,2,14,600,300,NO
14918,842,2019-04-02T17:35:40.000Z,2,51,6,17,2,32,600,300,NO
14919,842,2019-04-01T10:41:53.000Z,4,59,1192,12,1,18,450,450,NO
14920,842,2019-04-17T09:45:48.000Z,2,74,345,16,1,3,350,350,NO
14921,843,2019-04-02T10:00:27.000Z,4,23,1206,30,1,11,250,250,NO
14922,843,2019-04-01T12:59:06.000Z,7,36,1921,42,1,20,375,375,NO
14923,843,2019-04-25T10:40:01.000Z,7,47,,44,2,7,600,300,NO
14924,843,2019-04-05T15:36:14.000Z,2,51,716,17,1,29,300,300,NO
14925,843,2019-04-05T15:36:14.000Z,2,74,716,17,1,6,350,350,NO
14926,844,2019-04-01T18:02:27.000Z,7,24,2135,45,1,19,300,300,NO
14927,844,2019-04-03T15:32:26.000Z,2,32,20,12,2,17,600,300,NO
14928,844,2019-04-05T12:26:29.000Z,4,40,1049,12,1,12,375,375,NO
14929,844,2019-04-24T07:48:26.000Z,2,59,520,14,1,7,450,450,NO
14930,844,2019-04-24T09:03:55.000Z,7,70,2190,42,1,6,325,325,NO
14931,845,2019-04-03T14:58:57.000Z,2,23,358,17,1,19,250,250,NO
14932,845,2019-04-16T07:10:58.000Z,7,32,1799,42,2,12,600,300,NO
14933,845,2019-04-03T14:25:23.000Z,4,41,1734,26,1,14,425,425,NO
14934,845,2019-04-23T06:21:44.000Z,4,44,989,26,2,6,500,250,NO
14935,845,2019-04-06T18:05:48.000Z,7,49,1856,45,1,18,300,300,NO
14936,845,2019-04-03T14:25:23.000Z,4,79,1734,26,1,15,375,375,NO
14937,846,2019-04-06T08:08:21.000Z,4,23,1175,26,2,14,500,250,NO
14938,846,2019-04-05T18:51:46.000Z,2,31,612,17,1,25,220,220,NO
14939,846,2019-04-21T19:08:02.000Z,7,41,2060,44,1,3,425,425,NO
14940,846,2019-04-05T18:28:02.000Z,7,44,2083,15,2,19,500,250,NO
14941,846,2019-04-21T19:08:02.000Z,7,63,2060,44,2,3,160,80,NO
14942,847,2019-04-01T12:56:34.000Z,7,28,1839,42,1,16,200,200,NO
14943,847,2019-04-02T11:21:43.000Z,2,29,324,17,2,21,500,250,NO
14944,847,2019-04-24T15:37:13.000Z,2,39,551,14,2,15,850,425,NO
14945,847,2019-04-05T12:16:00.000Z,4,43,1088,26,2,15,600,300,NO
14946,848,2019-04-17T10:40:55.000Z,7,24,1812,42,1,6,300,300,NO
14947,848,2019-04-03T16:29:14.000Z,7,46,2163,42,2,20,500,250,NO
14948,848,2019-04-22T08:51:17.000Z,4,49,1589,12,2,3,600,300,NO
14949,848,2019-04-02T13:45:24.000Z,2,52,613,12,1,24,250,250,NO
14950,848,2019-04-04T12:01:51.000Z,4,58,1738,26,1,15,350,350,NO
14951,849,2019-04-02T15:47:02.000Z,2,33,403,17,1,16,350,350,NO
14952,849,2019-04-04T15:20:29.000Z,7,36,2222,42,1,17,375,375,NO
14953,849,2019-04-16T09:35:55.000Z,7,43,2071,42,2,3,600,300,NO
14954,849,2019-04-05T09:42:38.000Z,4,57,970,26,2,12,620,310,NO
14955,849,2019-04-16T09:35:55.000Z,7,78,2071,42,1,3,450,450,NO
14956,850,2019-04-16T07:02:56.000Z,7,17,2150,6,1,2,950,950,NO
14957,850,2019-04-04T09:11:25.000Z,4,25,1507,26,1,10,220,220,NO
14958,850,2019-04-16T07:02:56.000Z,7,35,2150,6,2,3,620,310,NO
14959,850,2019-04-03T19:50:50.000Z,7,49,2044,42,1,28,300,300,NO
14960,850,2019-04-05T13:05:27.000Z,2,49,799,12,2,31,600,300,NO
14961,850,2019-04-23T07:22:46.000Z,7,57,1766,44,1,5,310,310,NO
14962,851,2019-04-17T07:31:27.000Z,2,26,278,14,2,4,600,300,NO
14963,851,2019-04-04T17:18:16.000Z,4,27,1107,30,2,23,700,350,NO
14964,851,2019-04-04T17:31:46.000Z,2,56,306,17,1,25,255,255,NO
14965,851,2019-04-04T15:05:01.000Z,7,56,1977,45,2,20,510,255,NO
14966,852,2019-04-23T07:06:52.000Z,4,25,1110,12,2,7,440,220,NO
14967,852,2019-04-04T13:51:59.000Z,7,33,1909,45,1,23,350,350,NO
14968,852,2019-04-01T16:28:57.000Z,4,42,1449,26,1,8,250,250,NO
14969,852,2019-04-04T16:11:46.000Z,2,47,704,17,2,21,600,300,NO
14970,852,2019-04-15T08:14:41.000Z,2,61,520,16,2,9,950,475,NO
14971,852,2019-04-19T08:14:41.000Z,2,61,520,16,2,9,950,475,NO
14972,852,2019-04-23T07:06:52.000Z,4,7,1110,12,1,1,1975,1975,NO
14973,853,2019-04-21T18:34:53.000Z,7,23,1865,43,2,4,500,250,NO
14974,853,2019-04-05T14:10:07.000Z,2,28,693,12,2,9,400,200,NO
14975,853,2019-04-05T10:43:59.000Z,4,30,1400,12,1,19,300,300,NO
14976,853,2019-04-25T12:48:34.000Z,2,33,181,20,1,3,350,350,NO
14977,853,2019-04-01T09:53:28.000Z,7,47,1820,45,1,25,300,300,NO
14978,853,2019-04-15T07:30:55.000Z,2,61,674,14,1,9,475,475,NO
14979,853,2019-04-19T07:30:55.000Z,2,61,674,14,1,9,475,475,NO
14980,853,2019-04-05T14:10:07.000Z,2,77,693,12,1,13,300,300,NO
14981,854,2019-04-23T10:05:29.000Z,4,30,859,28,2,7,600,300,NO
14982,854,2019-04-23T11:04:35.000Z,7,32,2109,6,2,8,600,300,NO
14983,854,2019-04-03T13:12:49.000Z,4,42,857,12,2,14,500,250,NO
14984,854,2019-04-01T17:43:49.000Z,7,52,2155,45,2,11,500,250,NO
14985,854,2019-04-04T17:14:10.000Z,2,53,747,17,2,18,600,300,NO
14986,854,2019-04-16T08:27:52.000Z,2,53,342,14,2,4,600,300,NO
14987,854,2019-04-04T17:14:10.000Z,2,73,747,17,1,9,375,375,NO
14988,854,2019-04-03T13:12:49.000Z,4,78,857,12,1,6,450,450,NO
14989,855,2019-04-01T15:12:22.000Z,2,24,637,12,1,15,300,300,NO
14990,855,2019-04-26T16:45:20.000Z,2,34,320,20,1,6,245,245,NO
14991,855,2019-04-25T07:11:56.000Z,4,38,1661,26,3,14,1125,375,NO
14992,855,2019-04-06T14:11:50.000Z,7,41,1942,42,2,13,850,425,NO
14993,855,2019-04-16T10:10:26.000Z,2,53,463,14,1,4,300,300,NO
14994,855,2019-04-06T17:03:40.000Z,4,59,1175,12,1,23,450,450,NO
14995,855,2019-04-25T07:11:56.000Z,4,63,1661,26,1,8,80,80,NO
14996,855,2019-04-06T17:03:40.000Z,4,70,1175,12,1,8,325,325,NO
14997,855,2019-04-25T10:52:25.000Z,7,76,1988,6,1,1,350,350,NO
14998,856,2019-04-02T08:44:23.000Z,4,25,1661,26,2,21,440,220,NO
14999,856,2019-04-22T16:02:21.000Z,2,25,151,20,2,8,440,220,NO
15000,856,2019-04-02T11:30:17.000Z,2,28,125,12,1,14,200,200,NO
15001,856,2019-04-04T08:16:22.000Z,7,49,2123,15,1,16,300,300,NO
15002,856,2019-04-22T16:02:21.000Z,2,71,151,20,1,5,375,375,NO
15003,856,2019-04-23T11:04:27.000Z,7,76,2174,6,1,3,350,350,NO
15004,857,2019-04-05T14:42:24.000Z,2,29,709,17,2,26,500,250,NO
15005,857,2019-04-22T07:41:57.000Z,7,29,2243,6,2,7,500,250,NO
15006,857,2019-04-21T13:43:42.000Z,7,39,1838,43,1,5,425,425,NO
15007,857,2019-04-01T12:09:48.000Z,7,49,2149,45,2,26,600,300,NO
15008,857,2019-04-01T09:43:24.000Z,4,50,1082,26,2,14,500,250,NO
15009,857,2019-04-21T13:43:42.000Z,7,65,1838,43,1,4,80,80,NO
15010,858,2019-04-18T08:22:29.000Z,7,18,1897,42,1,1,1095,1095,NO
15011,858,2019-04-25T14:12:35.000Z,2,23,272,16,1,7,250,250,NO
15012,858,2019-04-01T16:19:00.000Z,7,29,2042,45,2,19,500,250,NO
15013,858,2019-04-03T11:08:16.000Z,2,36,465,17,2,12,750,375,NO
15014,858,2019-04-17T07:23:36.000Z,4,36,1527,28,1,9,375,375,NO
15015,858,2019-04-18T08:22:29.000Z,7,40,1897,42,1,6,375,375,NO
15016,858,2019-04-05T11:15:11.000Z,4,43,932,30,2,15,600,300,NO
15017,858,2019-04-18T08:22:29.000Z,7,65,1897,42,2,6,160,80,NO
15018,858,2019-04-25T14:12:35.000Z,2,79,272,16,1,3,375,375,NO
15019,859,2019-04-01T17:44:28.000Z,2,27,209,12,2,13,700,350,NO
15020,859,2019-04-01T15:31:10.000Z,4,44,930,26,2,19,500,250,NO
15021,859,2019-04-22T15:01:22.000Z,2,52,430,20,1,3,250,250,NO
15022,859,2019-04-03T08:01:20.000Z,7,58,2116,15,2,12,700,350,NO
15023,859,2019-04-01T17:44:28.000Z,2,74,209,12,1,6,350,350,NO
15024,860,2019-04-03T16:28:21.000Z,4,28,1499,12,2,14,400,200,NO
15025,860,2019-04-05T13:20:43.000Z,7,30,1917,42,1,12,300,300,NO
15026,860,2019-04-24T08:17:48.000Z,4,31,1172,28,1,7,220,220,NO
15027,860,2019-04-03T18:43:58.000Z,2,44,596,17,2,5,500,250,NO
15028,860,2019-04-28T14:09:25.000Z,2,60,377,20,2,7,750,375,NO
15029,861,2019-04-01T12:45:19.000Z,7,26,1784,45,2,20,600,300,NO
15030,861,2019-04-17T07:11:18.000Z,4,34,1421,26,1,8,245,245,NO
15031,861,2019-04-01T13:09:03.000Z,2,35,438,17,1,29,310,310,NO
15032,861,2019-04-02T12:54:58.000Z,4,40,897,12,1,9,375,375,NO
15033,861,2019-04-25T16:00:15.000Z,2,46,242,20,1,4,250,250,NO
15034,861,2019-04-17T07:11:18.000Z,4,77,1421,26,1,2,300,300,NO
15035,862,2019-04-16T07:32:33.000Z,7,32,1795,42,2,12,600,300,NO
15036,862,2019-04-04T15:33:11.000Z,4,42,1513,30,2,22,500,250,NO
15037,862,2019-04-05T10:57:13.000Z,7,45,2076,15,2,19,600,300,NO
15038,862,2019-04-03T18:28:18.000Z,2,58,325,12,1,22,350,350,NO
15039,863,2019-04-22T11:17:20.000Z,2,42,241,14,2,13,500,250,NO
15040,863,2019-04-23T08:07:35.000Z,7,47,2130,6,2,7,600,300,NO
15041,863,2019-04-03T16:48:55.000Z,4,51,1304,30,1,27,300,300,NO
15042,863,2019-04-02T12:55:02.000Z,2,57,81,17,2,9,620,310,NO
15043,863,2019-04-06T19:30:09.000Z,7,86,1787,15,2,23,600,300,NO
15044,864,2019-04-04T17:42:33.000Z,2,23,701,17,1,19,250,250,NO
15045,864,2019-04-21T18:52:30.000Z,7,31,1989,41,2,5,440,220,NO
15046,864,2019-04-01T14:12:00.000Z,4,33,855,26,2,27,700,350,NO
15047,864,2019-04-17T10:40:20.000Z,4,34,1540,26,2,8,490,245,NO
15048,864,2019-04-24T06:06:15.000Z,4,44,1385,26,2,9,500,250,NO
15049,864,2019-04-05T17:17:06.000Z,7,51,1971,42,2,19,600,300,NO
15050,864,2019-04-17T10:40:20.000Z,4,77,1540,26,1,2,300,300,NO
15051,865,2019-04-16T11:24:43.000Z,7,11,1831,6,1,1,895,895,NO
15052,865,2019-04-17T06:42:11.000Z,4,23,1651,12,1,4,250,250,NO
15053,865,2019-04-16T11:24:43.000Z,7,39,1831,6,1,2,425,425,NO
15054,865,2019-04-06T19:13:01.000Z,7,43,1861,42,2,17,600,300,NO
15055,865,2019-04-16T07:53:07.000Z,2,49,674,14,2,7,600,300,NO
15056,865,2019-04-01T07:49:41.000Z,4,50,1393,30,2,14,500,250,NO
15057,865,2019-04-03T15:40:59.000Z,2,61,614,17,1,17,475,475,NO
15058,865,2019-04-16T11:24:43.000Z,7,65,1831,6,1,4,80,80,NO
15059,866,2019-04-25T06:45:30.000Z,7,25,2188,42,2,11,440,220,NO
15060,866,2019-04-05T13:07:59.000Z,2,31,656,12,1,25,220,220,NO
15061,866,2019-04-28T11:51:55.000Z,2,37,625,20,1,8,300,300,NO
15062,866,2019-04-02T14:46:32.000Z,4,38,1486,26,2,14,750,375,NO
15063,866,2019-04-03T18:32:23.000Z,7,43,2191,42,1,14,300,300,NO
15064,866,2019-04-17T10:44:29.000Z,2,51,757,14,2,5,600,300,NO
15065,867,2019-04-03T19:26:10.000Z,7,22,2034,45,2,24,400,200,NO
15066,867,2019-04-04T11:38:25.000Z,2,23,160,12,2,19,500,250,NO
15067,867,2019-04-25T07:49:34.000Z,4,30,1092,26,3,10,900,300,NO
15068,867,2019-04-03T14:17:42.000Z,4,41,1168,12,1,14,425,425,NO
15069,867,2019-04-26T08:12:05.000Z,7,54,2076,6,1,4,250,250,NO
15070,868,2019-04-04T19:51:51.000Z,2,33,459,12,1,18,350,350,NO
15071,868,2019-04-04T16:17:28.000Z,4,39,1242,12,2,11,850,425,NO
15072,868,2019-04-04T12:33:45.000Z,7,39,1775,45,2,24,850,425,NO
15073,868,2019-04-15T07:11:51.000Z,2,41,765,14,1,2,425,425,NO
15074,868,2019-04-19T07:11:51.000Z,2,41,765,14,1,2,425,425,NO
15075,868,2019-04-15T07:11:51.000Z,2,64,765,14,2,3,160,80,NO
15076,868,2019-04-19T07:11:51.000Z,2,64,765,14,2,3,160,80,NO
15077,869,2019-04-25T08:54:27.000Z,7,11,1784,42,1,2,895,895,NO
15078,869,2019-04-05T16:31:46.000Z,4,23,1306,30,1,13,250,250,NO
15079,869,2019-04-03T18:29:26.000Z,7,26,2222,45,1,14,300,300,NO
15080,869,2019-04-01T16:42:12.000Z,2,36,536,17,2,21,750,375,NO
15081,870,2019-04-02T16:52:45.000Z,4,25,1398,30,1,21,220,220,NO
15082,870,2019-04-22T09:55:22.000Z,2,47,773,16,2,6,600,300,NO
15083,870,2019-04-03T12:19:33.000Z,2,59,664,12,2,28,900,450,NO
15084,870,2019-04-21T13:41:02.000Z,7,71,1863,41,1,5,375,375,NO
15085,870,2019-04-05T18:47:25.000Z,7,86,1817,42,1,11,300,300,NO
15086,870,2019-04-21T13:41:02.000Z,7,86,1863,41,2,10,600,300,NO
15087,870,2019-04-21T13:41:02.000Z,7,9,1863,41,1,1,2250,2250,NO
15088,871,2019-04-02T14:07:17.000Z,2,37,373,12,1,20,300,300,NO
15089,871,2019-04-22T10:00:13.000Z,4,43,1547,26,3,5,900,300,NO
15090,871,2019-04-25T19:00:04.000Z,2,50,111,20,2,5,500,250,NO
15091,871,2019-04-04T08:51:54.000Z,4,54,892,30,1,23,250,250,NO
15092,871,2019-04-03T15:48:25.000Z,7,59,1973,45,1,17,450,450,NO
15093,871,2019-04-25T19:00:04.000Z,2,72,111,20,1,2,325,325,NO
15094,872,2019-04-22T06:56:53.000Z,7,30,1882,6,2,7,600,300,NO
15095,872,2019-04-01T09:00:55.000Z,7,35,1992,45,2,21,620,310,NO
15096,872,2019-04-02T14:17:47.000Z,2,47,263,12,2,27,600,300,NO
15097,872,2019-04-04T15:31:03.000Z,4,59,1330,26,2,18,900,450,NO
15098,872,2019-04-15T08:35:45.000Z,2,59,564,14,1,4,450,450,NO
15099,872,2019-04-19T08:35:45.000Z,2,59,564,14,1,4,450,450,NO
15100,873,2019-04-24T17:53:06.000Z,2,30,639,16,2,9,600,300,NO
15101,873,2019-04-17T06:47:08.000Z,4,45,1372,28,2,9,600,300,NO
15102,873,2019-04-01T19:07:26.000Z,2,46,550,17,1,17,250,250,NO
15103,873,2019-04-05T11:31:29.000Z,4,50,982,30,1,20,250,250,NO
15104,873,2019-04-03T16:28:33.000Z,7,53,1773,45,2,18,600,300,NO
15105,873,2019-04-24T07:25:52.000Z,7,56,2097,6,1,7,255,255,NO
15106,873,2019-04-01T19:07:26.000Z,2,78,550,17,1,8,450,450,NO
15107,873,2019-04-05T11:31:29.000Z,4,78,982,30,1,5,450,450,NO
15108,874,2019-04-22T09:31:27.000Z,4,22,854,26,1,16,200,200,NO
15109,874,2019-04-25T07:17:54.000Z,7,45,1844,44,1,7,300,300,NO
15110,874,2019-04-05T19:57:49.000Z,2,54,216,17,2,22,500,250,NO
15111,874,2019-04-06T15:42:13.000Z,4,57,960,12,1,15,310,310,NO
15112,874,2019-04-03T18:35:12.000Z,7,60,2106,15,2,21,750,375,NO
15113,874,2019-04-05T19:57:49.000Z,2,70,216,17,1,7,325,325,NO
15114,875,2019-04-02T08:38:49.000Z,4,27,1663,12,1,14,350,350,NO
15115,875,2019-04-17T09:17:10.000Z,4,27,1028,28,2,6,700,350,NO
15116,875,2019-04-03T12:45:29.000Z,2,49,480,12,1,19,300,300,NO
15117,875,2019-04-05T10:34:04.000Z,7,49,1757,42,1,26,300,300,NO
15118,875,2019-04-17T09:17:10.000Z,4,71,1028,28,1,4,375,375,NO
15119,875,2019-04-03T12:45:29.000Z,2,73,480,12,1,5,375,375,NO
15120,875,2019-04-02T08:38:49.000Z,4,78,1663,12,1,8,450,450,NO
15121,876,2019-04-18T09:06:48.000Z,2,33,751,20,2,6,700,350,NO
15122,876,2019-04-03T17:01:20.000Z,4,51,1650,30,1,27,300,300,NO
15123,876,2019-04-01T14:09:46.000Z,7,58,2225,45,1,15,350,350,NO
15124,876,2019-04-02T14:03:27.000Z,2,59,706,12,1,19,450,450,NO
15125,876,2019-04-18T09:06:48.000Z,2,69,751,20,1,3,325,325,NO
15126,876,2019-04-03T17:01:20.000Z,4,79,1650,30,1,15,375,375,NO
15127,877,2019-04-16T10:21:41.000Z,2,26,652,20,2,2,600,300,NO
15128,877,2019-04-06T11:14:39.000Z,7,34,2187,42,1,19,245,245,NO
15129,877,2019-04-05T19:40:55.000Z,2,43,498,17,2,18,600,300,NO
15130,877,2019-04-04T07:35:22.000Z,4,45,1205,26,1,24,300,300,NO
15131,877,2019-04-04T07:35:22.000Z,4,73,1205,26,1,13,375,375,NO
15132,878,2019-04-04T13:07:28.000Z,7,25,1898,15,2,21,440,220,NO
15133,878,2019-04-24T10:12:14.000Z,4,29,924,12,2,11,500,250,NO
15134,878,2019-04-01T13:50:09.000Z,4,53,851,30,1,11,300,300,NO
15135,878,2019-04-05T16:32:17.000Z,2,57,46,17,1,14,310,310,NO
15136,878,2019-04-23T08:49:06.000Z,7,59,1987,6,2,7,900,450,NO
15137,879,2019-04-02T10:48:24.000Z,4,27,833,30,2,14,700,350,NO
15138,879,2019-04-02T19:39:33.000Z,7,32,2153,45,1,28,300,300,NO
15139,879,2019-04-04T12:59:15.000Z,2,39,589,17,1,21,425,425,NO
15140,879,2019-04-04T12:59:15.000Z,2,69,589,17,1,10,325,325,NO
15141,880,2019-04-06T10:30:08.000Z,7,27,2026,15,2,14,700,350,NO
15142,880,2019-04-05T07:43:05.000Z,4,30,860,30,2,19,600,300,NO
15143,880,2019-04-23T06:56:20.000Z,4,49,1231,12,2,4,600,300,NO
15144,880,2019-04-03T19:01:52.000Z,2,56,279,12,2,25,510,255,NO
15145,880,2019-04-29T14:42:16.000Z,2,61,650,14,1,11,475,475,NO
15146,881,2019-04-06T11:13:05.000Z,4,42,1440,12,2,23,500,250,NO
15147,881,2019-04-02T13:07:45.000Z,2,47,784,17,2,27,600,300,NO
15148,881,2019-04-05T12:22:06.000Z,7,55,2136,15,1,12,400,400,NO
15149,882,2019-04-01T17:46:21.000Z,7,24,2030,42,1,19,300,300,NO
15150,882,2019-04-26T10:35:19.000Z,4,27,1727,12,1,17,350,350,NO
15151,882,2019-04-06T09:18:01.000Z,4,39,1586,30,1,16,425,425,NO
15152,882,2019-04-03T14:47:02.000Z,2,55,379,12,2,29,800,400,NO
15153,882,2019-04-20T13:23:56.000Z,7,56,2168,41,1,3,255,255,NO
15154,882,2019-04-19T08:07:53.000Z,7,59,2233,42,2,5,900,450,NO
15155,883,2019-04-16T07:02:40.000Z,7,30,1874,42,2,3,600,300,NO
15156,883,2019-04-02T13:56:08.000Z,7,34,1897,45,2,21,490,245,NO
15157,883,2019-04-03T16:58:19.000Z,2,34,134,12,1,21,245,245,NO
15158,883,2019-04-02T09:17:03.000Z,4,55,884,12,2,19,800,400,NO
15159,883,2019-04-16T07:31:08.000Z,2,57,227,16,1,7,310,310,NO
15160,884,2019-04-02T17:21:19.000Z,2,24,678,12,2,23,600,300,NO
15161,884,2019-04-23T10:18:36.000Z,2,27,278,20,2,5,700,350,NO
15162,884,2019-04-02T16:08:34.000Z,7,33,1795,42,1,25,350,350,NO
15163,884,2019-04-02T07:20:01.000Z,4,47,1561,26,1,21,300,300,NO
15164,884,2019-04-20T19:30:13.000Z,7,54,2129,41,2,5,500,250,NO
15165,885,2019-04-02T14:25:35.000Z,7,31,1786,42,1,18,220,220,NO
15166,885,2019-04-20T19:23:49.000Z,7,32,2194,41,2,7,600,300,NO
15167,885,2019-04-23T10:06:16.000Z,7,33,2057,44,1,14,350,350,NO
15168,885,2019-04-05T13:31:28.000Z,2,49,587,12,2,31,600,300,NO
15169,885,2019-04-26T14:45:21.000Z,2,52,58,16,2,9,500,250,NO
15170,885,2019-04-06T13:51:16.000Z,4,60,1618,12,2,24,750,375,NO
15171,885,2019-04-26T14:45:21.000Z,2,76,58,16,1,4,350,350,NO
15172,886,2019-04-06T10:52:50.000Z,7,26,2173,45,2,15,600,300,NO
15173,886,2019-04-04T12:11:39.000Z,4,27,1615,26,1,23,350,350,NO
